Position,Track Name,Artist,Streams,URL,Week
69,2002,Anne-Marie,7653450,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo,2017-06-30--2017-07-07
70,Shape of You,Ed Sheeran,7638622,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-06-30--2017-07-07
71,New Patek,Lil Uzi Vert,7628899,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,2017-06-30--2017-07-07
72,Uproar,Lil Wayne,7567001,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,2017-06-30--2017-07-07
73,Psycho (feat. Ty Dolla $ign),Post Malone,7546675,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C,2017-06-30--2017-07-07
74,Amigos Con Derechos,Reik,7511067,https://open.spotify.com/track/2zDj4WjbNDmrRL6Z4YjjCA,2017-06-30--2017-07-07
75,Fuck Love (feat. Trippie Redd),XXXTENTACION,7465494,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2,2017-06-30--2017-07-07
76,My Blood,Twenty One Pilots,7367812,https://open.spotify.com/track/5HeKOKc4phmLn8e4I7EkzD,2017-06-30--2017-07-07
77,Ya No Tiene Novio,Sebastian Yatra,7304970,https://open.spotify.com/track/7uQmJ1jgNzBpATSoWKSPFu,2017-06-30--2017-07-07
78,Chlorine,Twenty One Pilots,7289861,https://open.spotify.com/track/23OXdR7YuUBVWh5hSnYJau,2017-06-30--2017-07-07
79,Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,7286796,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z,2017-06-30--2017-07-07
80,Believer,Imagine Dragons,7100688,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP,2017-06-30--2017-07-07
81,Perfect,Ed Sheeran,6953190,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v,2017-06-30--2017-07-07
82,Let It Fly (feat. Travis Scott),Lil Wayne,6874193,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h,2017-06-30--2017-07-07
83,Happy Now,Zedd,6872331,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa,2017-06-30--2017-07-07
84,Yes Indeed,Lil Baby,6815765,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ,2017-06-30--2017-07-07
85,REMEDY,Alesso,6774313,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg,2017-06-30--2017-07-07
86,lovely (with Khalid),Billie Eilish,6726679,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2017-06-30--2017-07-07
87,Asesina,Brytiago,6698998,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK,2017-06-30--2017-07-07
88,Havana (feat. Young Thug),Camila Cabello,6697166,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W,2017-06-30--2017-07-07
89,IDGAF,Dua Lipa,6609561,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,2017-06-30--2017-07-07
90,FRIENDS,Marshmello,6606638,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G,2017-06-30--2017-07-07
91,Culpables,KAROL G,6585115,https://open.spotify.com/track/6q8Lb50EtqNeeJXXe8mMAH,2017-06-30--2017-07-07
92,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,6576159,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW,2017-06-30--2017-07-07
93,Clandestino,Shakira,6526683,https://open.spotify.com/track/7DrluKkTviBwCc8AV3VGmf,2017-06-30--2017-07-07
94,There's No Way (feat. Julia Michaels),Lauv,6436870,https://open.spotify.com/track/2hnxrRNzF74mdDzpQZQukQ,2017-06-30--2017-07-07
95,The Middle,Zedd,6386347,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc,2017-06-30--2017-07-07
96,Ocean (feat. Khalid),Martin Garrix,6380044,https://open.spotify.com/track/3nc420PXjTdBV5TN0gCFkS,2017-06-30--2017-07-07
97,Thunder,Imagine Dragons,6298593,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB,2017-06-30--2017-07-07
98,New Rules,Dua Lipa,6292300,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0,2017-06-30--2017-07-07
99,Nevermind,Dennis Lloyd,6136626,https://open.spotify.com/track/63SevszngYpZOwf63o61K4,2017-06-30--2017-07-07
100,No Me Acuerdo,Thalía,6084812,https://open.spotify.com/track/00EPIEnX1JFjff8sC6bccd,2017-06-30--2017-07-07
101,I Like Me Better,Lauv,6061489,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2017-06-30--2017-07-07
102,STARGAZING,Travis Scott,6052635,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m,2017-06-30--2017-07-07
103,Toda - Remix,Alex Rose,6027173,https://open.spotify.com/track/7nD2JPaxIKUdxd2UWgnaGL,2017-06-30--2017-07-07
104,High On Life (feat. Bonn),Martin Garrix,5976445,https://open.spotify.com/track/4ut5G4rgB1ClpMTMfjoIuy,2017-06-30--2017-07-07
105,Nice For What,Drake,5964519,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw,2017-06-30--2017-07-07
106,Leave Me Alone,Flipp Dinero,5954722,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,2017-06-30--2017-07-07
107,What About Me (feat. Sosamann),Lil Wayne,5947583,https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM,2017-06-30--2017-07-07
108,Everybody Dies In Their Nightmares,XXXTENTACION,5938197,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7,2017-06-30--2017-07-07
109,Born To Be Yours,Kygo,5851692,https://open.spotify.com/track/4M3FO0ji6Lc8vwD1sgf1nc,2017-06-30--2017-07-07
110,Jumpsuit,Twenty One Pilots,5834825,https://open.spotify.com/track/1E1uGhNdBe6Dddbgs2KqtZ,2017-06-30--2017-07-07
111,Love Lies (with Normani),Khalid,5833211,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,2017-06-30--2017-07-07
112,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,5812820,https://open.spotify.com/track/2zy9TMoZlYGuCNY4TLqG24,2017-06-30--2017-07-07
113,Trip,Ella Mai,5809899,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa,2017-06-30--2017-07-07
114,All Girls Are The Same,Juice WRLD,5786041,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm,2017-06-30--2017-07-07
115,Say My Name,David Guetta,5777718,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2017-06-30--2017-07-07
116,SLOW DANCING IN THE DARK,Joji,5774305,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6,2017-06-30--2017-07-07
117,I Fall Apart,Post Malone,5748547,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,2017-06-30--2017-07-07
118,I'm a Mess,Bebe Rexha,5744619,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R,2017-06-30--2017-07-07
119,The Ringer,Eminem,5703205,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE,2017-06-30--2017-07-07
120,Lean Wit Me,Juice WRLD,5691507,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk,2017-06-30--2017-07-07
121,Tints (feat. Kendrick Lamar),Anderson .Paak,5600121,https://open.spotify.com/track/1gnwGVoG7V08vMX3hyr90x,2017-06-30--2017-07-07
122,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,5593734,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z,2017-06-30--2017-07-07
123,Look At Me!,XXXTENTACION,5553987,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s,2017-06-30--2017-07-07
124,XO Tour Llif3,Lil Uzi Vert,5468793,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO,2017-06-30--2017-07-07
125,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,5461388,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy,2017-06-30--2017-07-07
126,Nico and the Niners,Twenty One Pilots,5457153,https://open.spotify.com/track/5SehvGGC53A7SZKCLXQcyt,2017-06-30--2017-07-07
127,Look Alive (feat. Drake),BlocBoy JB,5432935,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL,2017-06-30--2017-07-07
128,Dedicate,Lil Wayne,5422402,https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc,2017-06-30--2017-07-07
129,Smithereens,Twenty One Pilots,5413737,https://open.spotify.com/track/5G6Gt9RtNaeIE418pd4yre,2017-06-30--2017-07-07
130,Too Good At Goodbyes,Sam Smith,5405838,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV,2017-06-30--2017-07-07
131,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,5378994,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e,2017-06-30--2017-07-07
132,Neon Gravestones,Twenty One Pilots,5334061,https://open.spotify.com/track/0sXvjZV7p4uvyPN4uQo3FH,2017-06-30--2017-07-07
133,Darkside,Alan Walker,5241437,https://open.spotify.com/track/1snWlbcbgQpJfknoI30DWG,2017-06-30--2017-07-07
134,Hipócrita,Anuel AA,5202053,https://open.spotify.com/track/6XBjCetHKdO5L9cwMDVffw,2017-06-30--2017-07-07
135,La player (Bandolera),Zion & Lennox,5198264,https://open.spotify.com/track/0VKkyBKCXyR99navhVRqcP,2017-06-30--2017-07-07
136,Say You Won't Let Go,James Arthur,5176708,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-06-30--2017-07-07
137,X - Remix,Nicky Jam,5151280,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw,2017-06-30--2017-07-07
138,REEL IT IN,Aminé,5149284,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY,2017-06-30--2017-07-07
139,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),Lil Baby,5041350,https://open.spotify.com/track/6PoKfDY78ih5OveWirggRX,2017-06-30--2017-07-07
140,YOSEMITE,Travis Scott,5027933,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR,2017-06-30--2017-07-07
141,Fall,Eminem,4995356,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato,2017-06-30--2017-07-07
142,All I Am,Jess Glynne,4986455,https://open.spotify.com/track/6X6SdJzxyw7GzxwP2fr9WV,2017-06-30--2017-07-07
143,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,4974156,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x,2017-06-30--2017-07-07
144,Want To,Dua Lipa,4969443,https://open.spotify.com/track/0CBFOvHlyqy30Q5tbyNHfQ,2017-06-30--2017-07-07
145,The Hype,Twenty One Pilots,4969195,https://open.spotify.com/track/7I3skNaQdvZSS7zXY2VHId,2017-06-30--2017-07-07
146,Happier,Ed Sheeran,4940119,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2017-06-30--2017-07-07
147,Closer,The Chainsmokers,4932055,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-06-30--2017-07-07
148,Me Niego (feat. Ozuna & Wisin),Reik,4890497,https://open.spotify.com/track/6jA8JUuPCGYjFcgw0AoM5T,2017-06-30--2017-07-07
149,Close Friends (Lil Baby & Gunna),Lil Baby,4883003,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A,2017-06-30--2017-07-07
150,500 PS,Bonez MC,4858130,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG,2017-06-30--2017-07-07
151,What Lovers Do (feat. SZA),Maroon 5,4856888,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,2017-06-30--2017-07-07
152,Can't Be Broken,Lil Wayne,4855428,https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP,2017-06-30--2017-07-07
153,Multi Millionaire (feat. Lil Uzi Vert),Lil Pump,4845475,https://open.spotify.com/track/7q8cy4uoA2itYATsKeXhcq,2017-06-30--2017-07-07
154,the remedy for a broken heart (why am I so in love),XXXTENTACION,4824798,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7,2017-06-30--2017-07-07
155,Celoso,Lele Pons,4813788,https://open.spotify.com/track/33zcmmElV1YbRZe57biUjg,2017-06-30--2017-07-07
156,Congratulations,Post Malone,4810062,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-06-30--2017-07-07
157,In My Blood,Shawn Mendes,4784404,https://open.spotify.com/track/2QZ7WLBE8h2y1Y5Fb8RYbH,2017-06-30--2017-07-07
158,Levitate,Twenty One Pilots,4783834,https://open.spotify.com/track/2uBhGx3m5iJrtsql8Qk00j,2017-06-30--2017-07-07
159,Wasted (feat. Lil Uzi Vert),Juice WRLD,4769504,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB,2017-06-30--2017-07-07
160,I'm Yours,Jason Mraz,4762335,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,2017-06-30--2017-07-07
161,Flames,David Guetta,4749770,https://open.spotify.com/track/66BjcDhhwWCcQIBxHMpKXh,2017-06-30--2017-07-07
162,Lost In Japan - Remix,Shawn Mendes,4711939,https://open.spotify.com/track/575NJxNUVDqwJGdzBrlLbv,2017-06-30--2017-07-07
163,Drew Barrymore,Bryce Vine,4692113,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV,2017-06-30--2017-07-07
164,Mine,Bazzi,4654803,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR,2017-06-30--2017-07-07
165,SWISH,Tyga,4626144,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD,2017-06-30--2017-07-07
166,Diamond Heart,Alan Walker,4613020,https://open.spotify.com/track/4J4zx8xGJpuGndrVc06KaT,2017-06-30--2017-07-07
167,HUMBLE.,Kendrick Lamar,4603768,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-06-30--2017-07-07
168,Kokain,Bonez MC,4587551,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf,2017-06-30--2017-07-07
169,Hope,XXXTENTACION,4574917,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah,2017-06-30--2017-07-07
170,Love No More,Loud Luxury,4545552,https://open.spotify.com/track/15fZrZhdK0g1BS9sDeW6sD,2017-06-30--2017-07-07
171,Bandito,Twenty One Pilots,4527698,https://open.spotify.com/track/5INKIG4QNuD4xq7qZcfPzp,2017-06-30--2017-07-07
172,Cut My Lip,Twenty One Pilots,4513910,https://open.spotify.com/track/6gFtgkh8ShkrJn52Cbdhxy,2017-06-30--2017-07-07
173,OTW,Khalid,4503006,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI,2017-06-30--2017-07-07
174,Head Above Water,Avril Lavigne,4501216,https://open.spotify.com/track/1N7YeVU0ZwAFbOhwM61ef6,2017-06-30--2017-07-07
175,Young Dumb & Broke,Khalid,4499099,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-06-30--2017-07-07
176,Sin (feat. Jaden Smith),Young Thug,4475129,https://open.spotify.com/track/1Jl21sidRpEdlVBvYbssLx,2017-06-30--2017-07-07
177,Thinking out Loud,Ed Sheeran,4446672,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-06-30--2017-07-07
178,Pet Cheetah,Twenty One Pilots,4437434,https://open.spotify.com/track/7daBwTiPNOVgoMUG4SICgh,2017-06-30--2017-07-07
179,Silence,Marshmello,4436506,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-06-30--2017-07-07
180,Ibiza,Ozuna,4431167,https://open.spotify.com/track/1h9P5WJwyvK8OB7O2YiXgp,2017-06-30--2017-07-07
181,Africa,TOTO,4430561,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2017-06-30--2017-07-07
182,Unica,Ozuna,4418207,https://open.spotify.com/track/33b2wX9d0kxqxhi7lcsC1A,2017-06-30--2017-07-07
183,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofia Reyes,4410853,https://open.spotify.com/track/4QtiVmuA88tPQiCOHZuQ5b,2017-06-30--2017-07-07
184,Something Just Like This,The Chainsmokers,4394612,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-06-30--2017-07-07
185,Me Dijeron,Ozuna,4353694,https://open.spotify.com/track/17UUYZ290omPaJY4wKeyHh,2017-06-30--2017-07-07
186,Nummer unterdrückt,Bonez MC,4342180,https://open.spotify.com/track/2SRVj6ceeIffVEm9NFyRHI,2017-06-30--2017-07-07
187,Wonderwall - Remastered,Oasis,4340772,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,2017-06-30--2017-07-07
188,Call Out My Name,The Weeknd,4337687,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N,2017-06-30--2017-07-07
189,X,Nicky Jam,4314817,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA,2017-06-30--2017-07-07
190,Photograph,Ed Sheeran,4285776,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy,2017-06-30--2017-07-07
191,Self Care,Mac Miller,4278386,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx,2017-06-30--2017-07-07
192,Business Is Business (Lil Baby & Gunna),Lil Baby,4250843,https://open.spotify.com/track/7roKDmJDOzkpfGpUQJ5EnL,2017-06-30--2017-07-07
193,Blah Blah Blah,Armin van Buuren,4249533,https://open.spotify.com/track/0tp6mwUt99QnfY95T30Lqj,2017-06-30--2017-07-07
194,1999,Charli XCX,4240854,https://open.spotify.com/track/05mAIVLkIWc2d1UBYZBCp8,2017-06-30--2017-07-07
195,Don’t Matter To Me (with Michael Jackson),Drake,4239034,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0,2017-06-30--2017-07-07
196,Ric Flair Drip (& Metro Boomin),Offset,4238302,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2017-06-30--2017-07-07
197,Estamos Bien,Bad Bunny,4229667,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn,2017-06-30--2017-07-07
198,Not Alike (feat. Royce Da 5'9),Eminem,4222045,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU,2017-06-30--2017-07-07
199,Madura (feat. Bad Bunny),Cosculluela,4184193,https://open.spotify.com/track/0r9d60ZYPAlFHq8qnUtkXN,2017-06-30--2017-07-07
200,8 Letters,Why Don't We,4183046,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt,2017-06-30--2017-07-07
1,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,29542152,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2017-06-23--2017-06-30
2,I Love It (& Lil Pump),Kanye West,29529551,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ,2017-06-23--2017-06-30
3,Happier,Marshmello,27018051,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2017-06-23--2017-06-30
4,Mona Lisa (feat. Kendrick Lamar),Lil Wayne,26547867,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8,2017-06-23--2017-06-30
5,Falling Down - Bonus Track,Lil Peep,25077096,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q,2017-06-23--2017-06-30
6,Don't Cry (feat. XXXTENTACION),Lil Wayne,21438140,https://open.spotify.com/track/5BQrp63SHCVf4bzCzJePne,2017-06-23--2017-06-30
7,Eastside (with Halsey & Khalid),benny blanco,21212602,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao,2017-06-23--2017-06-30
8,Promises (with Sam Smith),Calvin Harris,21033190,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg,2017-06-23--2017-06-30
9,In My Mind,Dynoro,20371326,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2017-06-23--2017-06-30
10,In My Feelings,Drake,19471596,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,2017-06-23--2017-06-30
11,SICKO MODE,Travis Scott,17980100,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,2017-06-23--2017-06-30
12,Lucid Dreams,Juice WRLD,17532875,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf,2017-06-23--2017-06-30
13,Let It Fly (feat. Travis Scott),Lil Wayne,16925770,https://open.spotify.com/track/0CBQ0m3mufWH75LTYB3s6h,2017-06-23--2017-06-30
14,Lucky You (feat. Joyner Lucas),Eminem,16622638,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0,2017-06-23--2017-06-30
15,Better,Khalid,16506648,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J,2017-06-23--2017-06-30
16,Be Alright,Dean Lewis,16164750,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2017-06-23--2017-06-30
17,Girls Like You (feat. Cardi B),Maroon 5,16003125,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,2017-06-23--2017-06-30
18,Electricity (with Dua Lipa),Silk City,15978272,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk,2017-06-23--2017-06-30
19,Uproar,Lil Wayne,15580003,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk,2017-06-23--2017-06-30
20,SAD!,XXXTENTACION,15274368,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,2017-06-23--2017-06-30
21,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,14934970,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB,2017-06-23--2017-06-30
22,BEBE,6ix9ine,14606701,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C,2017-06-23--2017-06-30
23,Dedicate,Lil Wayne,14479665,https://open.spotify.com/track/0Y7di9ZCmB6Elad5WISaPc,2017-06-23--2017-06-30
24,Vaina Loca,Ozuna,14307641,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA,2017-06-23--2017-06-30
25,Moonlight,XXXTENTACION,13667690,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2017-06-23--2017-06-30
26,What About Me (feat. Sosamann),Lil Wayne,13621668,https://open.spotify.com/track/3JX0dOCIAiaR8MP3ryXWuM,2017-06-23--2017-06-30
27,I Like It,Cardi B,13576601,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,2017-06-23--2017-06-30
28,Natural,Imagine Dragons,13302024,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP,2017-06-23--2017-06-30
29,Can't Be Broken,Lil Wayne,13276963,https://open.spotify.com/track/5cGpjfgAvidLy6znwkCxkP,2017-06-23--2017-06-30
30,Taste (feat. Offset),Tyga,13238926,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,2017-06-23--2017-06-30
31,Better Now,Post Malone,12810445,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,2017-06-23--2017-06-30
32,No Brainer,DJ Khaled,11963165,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8,2017-06-23--2017-06-30
33,breathin,Ariana Grande,11718125,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,2017-06-23--2017-06-30
34,Killshot,Eminem,11568401,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv,2017-06-23--2017-06-30
35,Youngblood,5 Seconds of Summer,11525820,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE,2017-06-23--2017-06-30
36,Mo Bamba,Sheck Wes,11472037,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn,2017-06-23--2017-06-30
37,Beautiful (feat. Camila Cabello),Bazzi,11381078,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF,2017-06-23--2017-06-30
38,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,11356578,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N,2017-06-23--2017-06-30
39,Te Boté - Remix,Nio Garcia,11281276,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i,2017-06-23--2017-06-30
40,Solo (feat. Demi Lovato),Clean Bandit,11235997,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6,2017-06-23--2017-06-30
41,Rise,Jonas Blue,11160280,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3,2017-06-23--2017-06-30
42,Nonstop,Drake,11021630,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct,2017-06-23--2017-06-30
43,Wake Up in the Sky,Gucci Mane,10970365,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq,2017-06-23--2017-06-30
44,God is a woman,Ariana Grande,10834172,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C,2017-06-23--2017-06-30
45,Thunderclouds,Sia,10705648,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi,2017-06-23--2017-06-30
46,Jocelyn Flores,XXXTENTACION,10247088,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2017-06-23--2017-06-30
47,Dark Side Of The Moon (feat. Nicki Minaj),Lil Wayne,10235942,https://open.spotify.com/track/5IvdLxVB8gwwcgnEkXSSW2,2017-06-23--2017-06-30
48,Shotgun,George Ezra,10188243,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2017-06-23--2017-06-30
49,Drip Too Hard,Lil Baby,10059846,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3,2017-06-23--2017-06-30
50,Body (feat. brando),Loud Luxury,9919577,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2017-06-23--2017-06-30
51,Noticed,Lil Mosey,9904865,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC,2017-06-23--2017-06-30
52,One Kiss (with Dua Lipa),Calvin Harris,9848600,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6,2017-06-23--2017-06-30
53,No Es Justo,J Balvin,9791682,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7,2017-06-23--2017-06-30
54,Jackie Chan,Tiësto,9508743,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,2017-06-23--2017-06-30
55,Cuando Te Besé,Becky G,9481004,https://open.spotify.com/track/2XXMDz7SPZ4mSFN1PXfHUy,2017-06-23--2017-06-30
56,New Patek,Lil Uzi Vert,9313313,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud,2017-06-23--2017-06-30
57,rockstar (feat. 21 Savage),Post Malone,9212384,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt,2017-06-23--2017-06-30
58,God's Plan,Drake,9186897,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn,2017-06-23--2017-06-30
59,no tears left to cry,Ariana Grande,9054044,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,2017-06-23--2017-06-30
60,Quiere Beber,Anuel AA,9052104,https://open.spotify.com/track/3rPAD722s5FFNnwjC91t7Z,2017-06-23--2017-06-30
61,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,9022418,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG,2017-06-23--2017-06-30
62,Famous (feat. Reginae Carter),Lil Wayne,9005862,https://open.spotify.com/track/05r1GGg1Rhs0RcUg27C82a,2017-06-23--2017-06-30
63,changes,XXXTENTACION,8869471,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO,2017-06-23--2017-06-30
64,No Stylist,French Montana,8833665,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A,2017-06-23--2017-06-30
