Position,Track Name,Artist,Streams,URL,Week
117,Dura,Daddy Yankee,5609893,https://open.spotify.com/track/6KuqAtoeVzxAYOaMveLNpH,2017-03-10--2017-03-17
118,Familiar,Liam Payne,5607182,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A,2017-03-10--2017-03-17
119,Shotgun,George Ezra,5600729,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC,2017-03-10--2017-03-17
120,Happier,Ed Sheeran,5588809,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB,2017-03-10--2017-03-17
121,In My Mind,Dynoro,5574816,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2017-03-10--2017-03-17
122,Te Amo,Piso 21,5572668,https://open.spotify.com/track/2RVrdr062uLFxXwIxwdXPH,2017-03-10--2017-03-17
123,Asesina,Brytiago,5384926,https://open.spotify.com/track/6rbhaJsE4uLzpPf8WYSHDK,2017-03-10--2017-03-17
124,Peak,Drake,5375730,https://open.spotify.com/track/2RAeY8dPj6KmStROfEigjV,2017-03-10--2017-03-17
125,I'll Be There,Jess Glynne,5339363,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn,2017-03-10--2017-03-17
126,Ric Flair Drip (& Metro Boomin),Offset,5323911,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR,2017-03-10--2017-03-17
127,Calypso,Luis Fonsi,5218660,https://open.spotify.com/track/4178A5NkEjcsGc64jpBO6d,2017-03-10--2017-03-17
128,Enemies,Lauv,5156040,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF,2017-03-10--2017-03-17
129,WIFI LIT,Future,5117516,https://open.spotify.com/track/6WlxcZKpEV6Bwe9InoVhMp,2017-03-10--2017-03-17
130,JAPAN,Famous Dex,5048093,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl,2017-03-10--2017-03-17
131,Mad Love,Sean Paul,5041566,https://open.spotify.com/track/4dSoDnmR9opAQ8KxUc9SbC,2017-03-10--2017-03-17
132,Only You (with Little Mix),Cheat Codes,4991715,https://open.spotify.com/track/54l9GJGQ1UCFKe2tzt1Vxt,2017-03-10--2017-03-17
133,Closer,The Chainsmokers,4956445,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-03-10--2017-03-17
134,Échame La Culpa,Luis Fonsi,4923658,https://open.spotify.com/track/2hl6q70unbviGo3g1R7uFx,2017-03-10--2017-03-17
135,Ambiente,J Balvin,4919230,https://open.spotify.com/track/6VrBWh90BiwWmwKtvwWFcq,2017-03-10--2017-03-17
136,Is There More,Drake,4858311,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT,2017-03-10--2017-03-17
137,Candy Paint,Post Malone,4851396,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC,2017-03-10--2017-03-17
138,Dembow,Danny Ocean,4825334,https://open.spotify.com/track/2EzRdhuoPyNJDlep7lnNf2,2017-03-10--2017-03-17
139,ocean eyes,Billie Eilish,4795842,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9,2017-03-10--2017-03-17
140,Duro y Suave,Leslie Grace,4786368,https://open.spotify.com/track/31M5m42C3EGlbydf9XB5to,2017-03-10--2017-03-17
141,Déjala Que Vuelva (feat. Manuel Turizo),Piso 21,4785601,https://open.spotify.com/track/1j6xOGusnyXq3l6IryKF3G,2017-03-10--2017-03-17
142,NUMB,XXXTENTACION,4767317,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl,2017-03-10--2017-03-17
143,HUMBLE.,Kendrick Lamar,4751091,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-03-10--2017-03-17
144,Like To Be You feat. Julia Michaels,Shawn Mendes,4749406,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr,2017-03-10--2017-03-17
145,Wake Me Up,Avicii,4742241,https://open.spotify.com/track/4h8VwCb1MTGoLKueQ1WgbD,2017-03-10--2017-03-17
146,Say You Won't Let Go,James Arthur,4730928,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-03-10--2017-03-17
147,SoulMate,Justin Timberlake,4694515,https://open.spotify.com/track/4YLtrBhzjsI2LT6ybXQHeD,2017-03-10--2017-03-17
148,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,4691794,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI,2017-03-10--2017-03-17
149,Ratchet Happy Birthday,Drake,4681135,https://open.spotify.com/track/16x6tqeSkIjoLEf7SJLlYy,2017-03-10--2017-03-17
150,Congratulations,Post Malone,4670513,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-03-10--2017-03-17
151,Like I Do,David Guetta,4661196,https://open.spotify.com/track/6RnkFd8Fqqgk1Uni8RgqCQ,2017-03-10--2017-03-17
152,Unforgettable,French Montana,4613803,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe,2017-03-10--2017-03-17
153,Feel It Still,Portugal. The Man,4608003,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK,2017-03-10--2017-03-17
154,I'm Yours,Jason Mraz,4572844,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW,2017-03-10--2017-03-17
155,Better Not (feat. Wafia),Louis The Child,4571706,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0,2017-03-10--2017-03-17
156,Powerglide (feat. Juicy J) - From SR3MM,Rae Sremmurd,4526520,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci,2017-03-10--2017-03-17
157,Final Fantasy,Drake,4490784,https://open.spotify.com/track/7ijJ5crvsnCvCLJbHpyq3j,2017-03-10--2017-03-17
158,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,4486206,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O,2017-03-10--2017-03-17
159,One Dance,Drake,4470580,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0,2017-03-10--2017-03-17
160,Wolves,Selena Gomez,4442464,https://open.spotify.com/track/0tBbt8CrmxbjRP0pueQkyU,2017-03-10--2017-03-17
161,I Like Me Better,Lauv,4412014,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ,2017-03-10--2017-03-17
162,Something Just Like This,The Chainsmokers,4411802,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-03-10--2017-03-17
163,Silence,Marshmello,4399167,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU,2017-03-10--2017-03-17
164,Connection,OneRepublic,4365841,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU,2017-03-10--2017-03-17
165,Without You (feat. Sandro Cavazza),Avicii,4361490,https://open.spotify.com/track/6Pgkp4qUoTmJIPn7ReaGxL,2017-03-10--2017-03-17
166,Esskeetit,Lil Pump,4333720,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH,2017-03-10--2017-03-17
167,Never Be the Same,Camila Cabello,4315738,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ,2017-03-10--2017-03-17
168,Guatemala - From Swaecation,Rae Sremmurd,4271017,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY,2017-03-10--2017-03-17
169,Youth feat. Khalid,Shawn Mendes,4269097,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z,2017-03-10--2017-03-17
170,Africa,TOTO,4247567,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2017-03-10--2017-03-17
171,Simple,Florida Georgia Line,4242155,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi,2017-03-10--2017-03-17
172,Young Dumb & Broke,Khalid,4232926,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY,2017-03-10--2017-03-17
173,Paranoid,Post Malone,4232077,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq,2017-03-10--2017-03-17
174,FAKE LOVE,BTS,4229354,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo,2017-03-10--2017-03-17
175,March 14,Drake,4216959,https://open.spotify.com/track/40IiSjljbAhrSbdJ3HxSfH,2017-03-10--2017-03-17
176,I Wanna Know (feat. Bea Miller),NOTD,4210487,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD,2017-03-10--2017-03-17
177,Ao Vivo E A Cores,Matheus & Kauan,4205826,https://open.spotify.com/track/2Ab1wPTEqulaCGoBak1gUo,2017-03-10--2017-03-17
178,Criminal,Natti Natasha,4187994,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C,2017-03-10--2017-03-17
179,Bigger Than You (feat. Drake & Quavo),2 Chainz,4187432,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf,2017-03-10--2017-03-17
180,What Lovers Do (feat. SZA),Maroon 5,4152752,https://open.spotify.com/track/0GxQ1A5L9xnMOytbP6eKBG,2017-03-10--2017-03-17
181,goosebumps,Travis Scott,4142938,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017-03-10--2017-03-17
182,More Than You Know,Axwell /\ Ingrosso,4137151,https://open.spotify.com/track/71bBFbfn2OBK5QwUJSLS44,2017-03-10--2017-03-17
183,Yikes,Kanye West,4123256,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs,2017-03-10--2017-03-17
184,Halo,Beyoncé,4092737,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr,2017-03-10--2017-03-17
185,Finesse - Remix; feat. Cardi B,Bruno Mars,4069654,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i,2017-03-10--2017-03-17
186,Solita,Ozuna,4067105,https://open.spotify.com/track/7rwX0O3RlxqqIjQM8evm5E,2017-03-10--2017-03-17
187,TATI,6ix9ine,4066053,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL,2017-03-10--2017-03-17
188,Sorry Not Sorry,Demi Lovato,4028714,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0,2017-03-10--2017-03-17
189,Thinking out Loud,Ed Sheeran,4019940,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg,2017-03-10--2017-03-17
190,Let You Down,NF,3985654,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,2017-03-10--2017-03-17
191,Summertime Magic,Childish Gambino,3983739,https://open.spotify.com/track/4j3GWI86JvSaF0BLdmgcfF,2017-03-10--2017-03-17
192,No Quiero Amarte (feat. Zion & Lennox),Justin Quiles,3978617,https://open.spotify.com/track/5bITfqKGaPakO1l99hOMsI,2017-03-10--2017-03-17
193,Whatever It Takes,Imagine Dragons,3976602,https://open.spotify.com/track/0yt31hMKZMiyIEfiBiLD2N,2017-03-10--2017-03-17
194,Let Me Down Slowly,Alec Benjamin,3976360,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk,2017-03-10--2017-03-17
195,Spoil My Night (feat. Swae Lee),Post Malone,3974832,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv,2017-03-10--2017-03-17
196,Mi Gente,J Balvin,3973980,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw,2017-03-10--2017-03-17
197,That's What I Like,Bruno Mars,3946020,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-03-10--2017-03-17
198,Wonderwall - Remastered,Oasis,3942533,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa,2017-03-10--2017-03-17
199,Stay,Post Malone,3924880,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc,2017-03-10--2017-03-17
200,Location,Khalid,3923893,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-03-10--2017-03-17
1,Dance Monkey,Tones And I,50409214,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2017-03-03--2017-03-10
2,The Box,Roddy Ricch,48937592,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,2017-03-03--2017-03-10
3,Tusa,KAROL G,41434019,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,2017-03-03--2017-03-10
4,Godzilla (feat. Juice WRLD),Eminem,40637125,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,2017-03-03--2017-03-10
5,Yummy,Justin Bieber,34586419,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,2017-03-03--2017-03-10
6,Life Is Good (feat. Drake),Future,34200687,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,2017-03-03--2017-03-10
7,Blinding Lights,The Weeknd,33551309,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2017-03-03--2017-03-10
8,ROXANNE,Arizona Zervas,32102084,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2017-03-03--2017-03-10
9,Falling,Trevor Daniel,28606316,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2017-03-03--2017-03-10
10,Don't Start Now,Dua Lipa,28228768,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2017-03-03--2017-03-10
11,Memories,Maroon 5,24516744,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2017-03-03--2017-03-10
12,Circles,Post Malone,23997809,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2017-03-03--2017-03-10
13,everything i wanted,Billie Eilish,21786149,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2017-03-03--2017-03-10
14,Good News,Mac Miller,21727425,https://open.spotify.com/track/1DWZUa5Mzf2BwzpHtgbHPY,2017-03-03--2017-03-10
15,RITMO (Bad Boys For Life),Black Eyed Peas,21103190,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2017-03-03--2017-03-10
16,You should be sad,Halsey,19736651,https://open.spotify.com/track/7lidXGPXPYLNThITAOTlkK,2017-03-03--2017-03-10
17,Someone You Loved,Lewis Capaldi,19523711,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2017-03-03--2017-03-10
18,Señorita,Shawn Mendes,19265338,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2017-03-03--2017-03-10
19,Black Swan,BTS,18424710,https://open.spotify.com/track/24NuEDgyRIljwSyY0lsr7b,2017-03-03--2017-03-10
20,Lose You To Love Me,Selena Gomez,17714002,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,2017-03-03--2017-03-10
21,Rare,Selena Gomez,17524322,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,2017-03-03--2017-03-10
22,Those Kinda Nights (feat. Ed Sheeran),Eminem,16416620,https://open.spotify.com/track/0VSzREd1OjEWJ9tXoFHRQH,2017-03-03--2017-03-10
23,bad guy,Billie Eilish,16405196,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2017-03-03--2017-03-10
24,Adore You,Harry Styles,16285662,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,2017-03-03--2017-03-10
25,My Oh My (feat. DaBaby),Camila Cabello,16246433,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,2017-03-03--2017-03-10
26,Darkness,Eminem,15658341,https://open.spotify.com/track/5SiZJoLXp3WOl3J4C8IK0d,2017-03-03--2017-03-10
27,What A Man Gotta Do,Jonas Brothers,15362782,https://open.spotify.com/track/4wNIkl5XGiAACjFBlDWuSd,2017-03-03--2017-03-10
28,Sigues Con El,Dimelo Flow,15207363,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3,2017-03-03--2017-03-10
29,hot girl bummer,blackbear,15114079,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2017-03-03--2017-03-10
30,"You Gon’ Learn (feat. Royce Da 5'9"" & White Gold)",Eminem,14947053,https://open.spotify.com/track/0GQ5bFTVFFKpwNPc7KwQnB,2017-03-03--2017-03-10
31,Vete,Bad Bunny,14898265,https://open.spotify.com/track/5DxXgozhkPLgrbKFY91w0c,2017-03-03--2017-03-10
32,Unaccommodating (feat. Young M.A),Eminem,14792747,https://open.spotify.com/track/0q2vG0UVuy6ajjcpkQHdZM,2017-03-03--2017-03-10
33,BOP,DaBaby,14163167,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2017-03-03--2017-03-10
34,Ride It,Regard,14011559,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2017-03-03--2017-03-10
35,Before You Go,Lewis Capaldi,13993666,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2017-03-03--2017-03-10
36,Suicidal,YNW Melly,13981574,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,2017-03-03--2017-03-10
37,No Idea,Don Toliver,13281093,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,2017-03-03--2017-03-10
38,Blue World,Mac Miller,12762791,https://open.spotify.com/track/2hwOoMtWPtTSSn6WHV7Vp5,2017-03-03--2017-03-10
39,Watermelon Sugar,Harry Styles,12650858,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,2017-03-03--2017-03-10
40,Fantasias,Rauw Alejandro,12612009,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,2017-03-03--2017-03-10
41,Hola - Remix,Dalex,12526399,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt,2017-03-03--2017-03-10
42,Lose Control,MEDUZA,12332126,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2017-03-03--2017-03-10
43,Say So,Doja Cat,12325839,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,2017-03-03--2017-03-10
44,Leaving Heaven (feat. Skylar Grey),Eminem,11944780,https://open.spotify.com/track/5CpsIb7SMFHjmAG8RvIWfq,2017-03-03--2017-03-10
45,China,Anuel AA,11911525,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2017-03-03--2017-03-10
46,SUGAR,BROCKHAMPTON,11904637,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,2017-03-03--2017-03-10
47,HIGHEST IN THE ROOM,Travis Scott,11867232,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2017-03-03--2017-03-10
48,Ayy Macarena,Tyga,11820301,https://open.spotify.com/track/6LcauUZjF1eXQrgqMUecHX,2017-03-03--2017-03-10
49,Circles,Mac Miller,11781966,https://open.spotify.com/track/4jXl6VtkFFKIt3ycUQc5LT,2017-03-03--2017-03-10
50,I Don't Care (with Justin Bieber),Ed Sheeran,11679460,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2017-03-03--2017-03-10
51,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,11659246,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2017-03-03--2017-03-10
52,In Too Deep,Eminem,11348893,https://open.spotify.com/track/7Dj2wqPYXfSRFwa6qyOztr,2017-03-03--2017-03-10
53,Bandit (with YoungBoy Never Broke Again),Juice WRLD,11296952,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,2017-03-03--2017-03-10
54,Ballin' (with Roddy Ricch),Mustard,11242147,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,2017-03-03--2017-03-10
55,Me Gusta,Shakira,11157044,https://open.spotify.com/track/5Xhqh4lwJPtMUTsdBztN1a,2017-03-03--2017-03-10
56,Morado,J Balvin,11078196,https://open.spotify.com/track/3mQ6SLdxxaL52Yte7KF2Ks,2017-03-03--2017-03-10
57,Premonition - Intro,Eminem,10830400,https://open.spotify.com/track/7ccTcabbJlCJiIqtrSSwBk,2017-03-03--2017-03-10
58,Futsal Shuffle 2020,Lil Uzi Vert,10699707,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,2017-03-03--2017-03-10
59,Roses - Imanbek Remix,SAINt JHN,10422551,https://open.spotify.com/track/24Yi9hE78yPEbZ4kxyoXAI,2017-03-03--2017-03-10
60,Beautiful People (feat. Khalid),Ed Sheeran,10419420,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2017-03-03--2017-03-10
61,Lucid Dreams,Juice WRLD,10226445,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,2017-03-03--2017-03-10
62,I Can See,Mac Miller,10086930,https://open.spotify.com/track/3R8CyhJfVjvgIROd5RSGhQ,2017-03-03--2017-03-10
63,Muévelo,Nicky Jam,9994382,https://open.spotify.com/track/4VgYtXCVJ7IbWAZ5ryfvEQ,2017-03-03--2017-03-10
64,Eleven,Khalid,9835375,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,2017-03-03--2017-03-10
65,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,9819626,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2017-03-03--2017-03-10
66,Whine Up,Nicky Jam,9789425,https://open.spotify.com/track/2pWOMNQJW3g2zmGjP0Vkb0,2017-03-03--2017-03-10
67,"10,000 Hours (with Justin Bieber)",Dan + Shay,9632834,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2017-03-03--2017-03-10
68,If the World Was Ending - feat. Julia Michaels,JP Saxe,9600536,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ,2017-03-03--2017-03-10
69,Hand Me Downs,Mac Miller,9521654,https://open.spotify.com/track/2Yv2mHzr5AQavVdwQjEokV,2017-03-03--2017-03-10
70,No Regrets (feat. Don Toliver),Eminem,9493884,https://open.spotify.com/track/1lO9CZo6eDrOy0S7khgryG,2017-03-03--2017-03-10
71,Complicated,Mac Miller,9443725,https://open.spotify.com/track/3WfSNAoj2D8C9noPSGZZFM,2017-03-03--2017-03-10
72,Lock It Up (feat. Anderson .Paak),Eminem,9328951,https://open.spotify.com/track/1qwMkkRiD5jqLeUUjfgblh,2017-03-03--2017-03-10
73,Marsh,Eminem,9260007,https://open.spotify.com/track/34d7sGX6WUqq8f04e7CSNF,2017-03-03--2017-03-10
74,Stepdad,Eminem,9159901,https://open.spotify.com/track/3QVHSV8YKYq4L8tI5rnFgj,2017-03-03--2017-03-10
75,Lalala,Y2K,9129776,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2017-03-03--2017-03-10
76,Kein Wort,Juju,9118365,https://open.spotify.com/track/1hoLUVBx0ixX3kn0EX0P5n,2017-03-03--2017-03-10
77,Heartless,The Weeknd,8982670,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,2017-03-03--2017-03-10
78,LA CANCIÓN,J Balvin,8939004,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2017-03-03--2017-03-10
79,Trampoline (with ZAYN),SHAED,8918528,https://open.spotify.com/track/2ez6qvOTHKeI3ss80NGqnI,2017-03-03--2017-03-10
80,Without Me,Halsey,8884872,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ,2017-03-03--2017-03-10
81,No Me Conoce - Remix,Jhay Cortez,8825480,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2017-03-03--2017-03-10
82,High Fashion (feat. Mustard),Roddy Ricch,8743684,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,2017-03-03--2017-03-10
83,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",Eminem,8695060,https://open.spotify.com/track/5mZXWEH2eh8zMZGCxT5aW0,2017-03-03--2017-03-10
84,Callaita,Bad Bunny,8645221,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2017-03-03--2017-03-10
85,Adicto (with Anuel AA & Ozuna),Tainy,8623148,https://open.spotify.com/track/3jbT1Y5MoPwEIpZndDDwVq,2017-03-03--2017-03-10
86,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,8594049,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,2017-03-03--2017-03-10
87,7 rings,Ariana Grande,8553234,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2017-03-03--2017-03-10
88,lovely (with Khalid),Billie Eilish,8520393,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2017-03-03--2017-03-10
89,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,8407521,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,2017-03-03--2017-03-10
90,Never Love Again,Eminem,8335790,https://open.spotify.com/track/40YbWniIEmqy6s58fYXLUh,2017-03-03--2017-03-10
91,Woods,Mac Miller,8329349,https://open.spotify.com/track/3Qa944OTMZkg8DHjET8JQv,2017-03-03--2017-03-10
92,when the party's over,Billie Eilish,8326950,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2017-03-03--2017-03-10
93,How Do You Sleep?,Sam Smith,8311213,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2017-03-03--2017-03-10
94,Farewell,Eminem,8277608,https://open.spotify.com/track/74gykWHknHDrg4eMdcmdRq,2017-03-03--2017-03-10
95,Goodbyes (Feat. Young Thug),Post Malone,8270333,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2017-03-03--2017-03-10
96,Shallow,Lady Gaga,8223523,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2017-03-03--2017-03-10
97,VIBEZ,DaBaby,8197804,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,2017-03-03--2017-03-10
98,Everybody,Mac Miller,8172098,https://open.spotify.com/track/1OuN92HcVG6NVpWbeESNB3,2017-03-03--2017-03-10
99,Blanco,J Balvin,8039574,https://open.spotify.com/track/2rc7BkzO8qepMFAxHtOrXc,2017-03-03--2017-03-10
100,Alfred - Interlude,Eminem,8030151,https://open.spotify.com/track/4EmunTy7kNBYQivOa8F6b8,2017-03-03--2017-03-10
101,Que Tire Pa Lante,Daddy Yankee,8007941,https://open.spotify.com/track/6RyaV7owmVU6fzEPE17sF1,2017-03-03--2017-03-10
102,Little Engine,Eminem,7913461,https://open.spotify.com/track/4qNWEOMyexn7b8Icyk29t9,2017-03-03--2017-03-10
103,Yellow Hearts,Ant Saunders,7910766,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2017-03-03--2017-03-10
104,Old Town Road - Remix,Lil Nas X,7910494,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2017-03-03--2017-03-10
105,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,7909077,https://open.spotify.com/track/4QPEwDdOMhY7rNS05mTyMR,2017-03-03--2017-03-10
106,Ransom,Lil Tecca,7877635,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2017-03-03--2017-03-10
107,It's You,Ali Gatie,7757509,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2017-03-03--2017-03-10
108,Mean It,Lauv,7599648,https://open.spotify.com/track/2uiOyiRxtNix52dpeaDQPM,2017-03-03--2017-03-10
109,Aventura,Lunay,7519215,https://open.spotify.com/track/37zdqI4r1gswIzczSBkRon,2017-03-03--2017-03-10
110,July,Noah Cyrus,7419268,https://open.spotify.com/track/5a6pdCHlWS2ekOOQ70QnAr,2017-03-03--2017-03-10
111,Happier,Marshmello,7358042,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2017-03-03--2017-03-10
112,Graveyard,Halsey,7144766,https://open.spotify.com/track/2ufmtcIFdFpuUYBPXK5f67,2017-03-03--2017-03-10
113,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",Eminem,7115414,https://open.spotify.com/track/3CJbxqRQ0JNCqboWDNUUeX,2017-03-03--2017-03-10
114,Bellaquita - Remix,Dalex,7077703,https://open.spotify.com/track/1Xnn1TPyr5h0hpRAT4B4EA,2017-03-03--2017-03-10
